instance,Familia,CLASSIC_Vehiculos,QLEARNING_Vehiculos,CLASSIC_Distancia,QLEARNING_Distancia,CLASSIC_Tiempo_s,QLEARNING_Tiempo_s,BKS_Veh,BKS_Dist,CLASSIC_DIF_f1,CLASSIC_GAP_f2(%),QLEARNING_DIF_f1,QLEARNING_GAP_f2(%),size
r2_4_5,R2,8.0,8.0,7416.841,7434.414,41.062509999999996,38.189049999999995,8,7127.83,0.0,4.054684244714036,0.0,4.301224916980341,400
r2_4_6,R2,8.0,8.0,6428.754,6493.625,55.3,57.415620000000004,8,6122.6,0.0,5.000391990330898,0.0,6.059925521837122,400
r2_4_7,R2,8.0,8.0,5346.65,5371.215,63.551559999999995,65.94218,8,5018.53,0.0,6.538169543671153,0.0,7.0276555086848225,400
r2_4_8,R2,8.0,8.0,4233.023,4267.763,67.49063,67.61563,8,4015.6,0.0,5.414458611415485,0.0,6.279584619982071,400
r2_4_9,R2,8.0,8.0,6699.87,6718.802000000001,47.43281,47.80625,8,6400.1,0.0,4.68383306510835,0.0,4.979640943110267,400
rc1_4_1,RC1,37.7,37.2,8761.810000000001,8780.558,38.30625,39.71252,36,8571.32,1.7000000000000028,,1.2000000000000028,,400
rc1_4_10,RC1,37.0,36.3,7857.714999999999,7956.223,40.74219,38.99219,36,7596.04,1.0,,0.29999999999999716,,400
rc1_4_2,RC1,37.0,37.0,8243.466,8143.897,51.21718,50.78438,36,7892.52,1.0,,1.0,,400
rc1_4_3,RC1,36.7,36.1,7936.094,7883.053999999999,53.41092999999999,51.05624,36,7533.05,0.7000000000000028,,0.10000000000000142,,400
rc1_4_4,RC1,36.0,36.0,7693.603999999999,7605.196000000001,36.36406,42.07188,36,7308.55,0.0,5.268541639586501,0.0,4.058889930287138,400
rc1_4_5,RC1,37.0,37.0,8510.214,8429.097,41.16718,38.84531,36,8172.64,1.0,,1.0,,400
rc1_4_6,RC1,37.0,37.0,8489.634,8443.962,39.178129999999996,36.9328,36,8164.98,1.0,,1.0,,400
rc1_4_7,RC1,37.0,37.0,8293.043,8217.035,41.43124,38.78281,36,7948.51,1.0,,1.0,,400
rc1_4_8,RC1,37.0,37.0,8113.786,8026.76,41.13905,38.68594,36,7772.57,1.0,,1.0,,400
rc1_4_9,RC1,37.0,36.7,8031.107000000001,8048.619000000001,39.18281,37.446870000000004,36,7733.35,1.0,,0.7000000000000028,,400
rc2_4_1,RC2,13.0,12.9,6630.802000000001,6649.575999999999,45.29843,43.86251,11,6682.37,2.0,,1.9000000000000004,,400
rc2_4_10,RC2,8.0,8.0,4565.5419999999995,4582.173000000001,50.76875,51.21875,8,4278.61,0.0,6.706196638627961,0.0,7.094897641991231,400
rc2_4_2,RC2,11.5,11.1,5954.744000000001,6033.7919999999995,58.9578,60.00782,9,6180.62,2.5,,2.0999999999999996,,400
rc2_4_3,RC2,9.0,8.9,5145.04,5113.599,63.72031,65.20469,8,4930.84,1.0,,0.9000000000000004,,400
rc2_4_4,RC2,8.0,8.0,3885.477,3893.642,65.56877,67.23907,8,3631.01,0.0,7.0081602639485885,0.0,7.233028826690083,400
rc2_4_5,RC2,10.9,10.8,5880.724,5904.776,52.41874,54.446889999999996,8,6706.44,2.9000000000000004,,2.8000000000000007,,400
rc2_4_6,RC2,10.0,9.9,5722.892,5779.495,46.19062,46.11095,8,5766.61,2.0,,1.9000000000000004,,400
rc2_4_7,RC2,9.0,8.9,5510.46,5556.9400000000005,51.45626,53.381240000000005,8,5334.72,1.0,,0.9000000000000004,,400
rc2_4_8,RC2,8.0,8.0,5095.564,5131.196,51.271879999999996,52.8797,8,4790.14,0.0,6.376097567085721,0.0,7.119958915605798,400
rc2_4_9,RC2,8.0,8.0,4878.243,4886.218,48.88127,49.257819999999995,8,4551.11,0.0,7.187982711909859,0.0,7.36321468828484,400
