instance,size,class,algorithm,seed,run,best_veh,best_dist,cpu_time,valid
C2_8_8,800,C2,QLEARNING,9,9,25,13085.2,101.688,1
C2_8_8,800,C2,QLEARNING,10,10,26,12498.9,106.141,1
C2_8_9,800,C2,CLASSIC,1,1,27,13050.9,119.859,1
C2_8_9,800,C2,CLASSIC,2,2,27,12778.8,118.312,1
C2_8_9,800,C2,CLASSIC,3,3,27,12804.1,118.969,1
C2_8_9,800,C2,CLASSIC,4,4,26,12594,117.719,1
C2_8_9,800,C2,CLASSIC,5,5,26,12776.7,117.375,1
C2_8_9,800,C2,CLASSIC,6,6,27,12706,118.484,1
C2_8_9,800,C2,CLASSIC,7,7,27,12783.7,118.844,1
C2_8_9,800,C2,CLASSIC,8,8,27,13265.1,120.375,1
C2_8_9,800,C2,CLASSIC,9,9,26,12754.8,118.109,1
C2_8_9,800,C2,CLASSIC,10,10,26,13074.9,117.484,1
C2_8_9,800,C2,QLEARNING,1,1,26,13127.5,122.25,1
C2_8_9,800,C2,QLEARNING,2,2,25,12303.2,121.062,1
C2_8_9,800,C2,QLEARNING,3,3,26,12864.8,125.406,1
C2_8_9,800,C2,QLEARNING,4,4,25,12534.7,123.438,1
C2_8_9,800,C2,QLEARNING,5,5,26,12725.9,125.781,1
C2_8_9,800,C2,QLEARNING,6,6,26,12607.4,121.953,1
C2_8_9,800,C2,QLEARNING,7,7,26,12879.3,124.906,1
C2_8_9,800,C2,QLEARNING,8,8,26,12602.5,122.484,1
C2_8_9,800,C2,QLEARNING,9,9,26,13653.7,124.797,1
C2_8_9,800,C2,QLEARNING,10,10,25,12396.5,122.281,1
C2_8_10,800,C2,CLASSIC,1,1,26,12696.3,109.375,1
