instance,size,class,algorithm,seed,run,best_veh,best_dist,cpu_time,valid
C1_6_3,600,C1,CLASSIC,2,2,56,14446.8,71.0312,1
C1_6_3,600,C1,CLASSIC,3,3,56,14933.5,72.7656,1
C1_6_3,600,C1,CLASSIC,4,4,56,14626,71.2656,1
C1_6_3,600,C1,CLASSIC,5,5,56,14573.1,71.9062,1
C1_6_3,600,C1,CLASSIC,6,6,56,14625.5,71.9688,1
C1_6_3,600,C1,CLASSIC,7,7,56,14774.3,71.1875,1
C1_6_3,600,C1,CLASSIC,8,8,57,14736.5,75.2031,1
C1_6_3,600,C1,CLASSIC,9,9,56,14670,70.3906,1
C1_6_3,600,C1,CLASSIC,10,10,56,14512.5,72.7812,1
C1_6_3,600,C1,QLEARNING,1,1,56,14569.7,70.9531,1
C1_6_3,600,C1,QLEARNING,2,2,56,14280.3,70.5625,1
C1_6_3,600,C1,QLEARNING,3,3,56,14200.4,72.0469,1
C1_6_3,600,C1,QLEARNING,4,4,56,14530.4,72.0156,1
C1_6_3,600,C1,QLEARNING,5,5,56,14727.2,69.6562,1
C1_6_3,600,C1,QLEARNING,6,6,56,14318.4,71.7969,1
C1_6_3,600,C1,QLEARNING,7,7,56,14372.9,70.8906,1
C1_6_3,600,C1,QLEARNING,8,8,56,14482.5,70.2188,1
C1_6_3,600,C1,QLEARNING,9,9,56,14140.9,71.9844,1
C1_6_3,600,C1,QLEARNING,10,10,56,14519.1,71.5781,1
C1_6_4,600,C1,CLASSIC,1,1,56,14083.8,67.8438,1
C1_6_4,600,C1,CLASSIC,2,2,56,14191.6,68.5625,1
C1_6_4,600,C1,CLASSIC,3,3,56,14257.1,69.2812,1
C1_6_4,600,C1,CLASSIC,4,4,56,13981.2,68.4688,1
C1_6_4,600,C1,CLASSIC,5,5,56,13979.9,67.9688,1
C1_6_4,600,C1,CLASSIC,6,6,56,14103.2,69.1406,1
C1_6_4,600,C1,CLASSIC,7,7,56,14100.7,68.9844,1
C1_6_4,600,C1,CLASSIC,8,8,56,14008.1,68.6562,1
C1_6_4,600,C1,CLASSIC,9,9,56,13780.8,67.875,1
C1_6_4,600,C1,CLASSIC,10,10,56,14109.2,69.8594,1
C1_6_4,600,C1,QLEARNING,1,1,56,13867.5,67.7188,1
C1_6_4,600,C1,QLEARNING,2,2,56,14305,68.2812,1
C1_6_4,600,C1,QLEARNING,3,3,56,13982.9,67.3125,1
C1_6_4,600,C1,QLEARNING,4,4,56,14009.2,68.2188,1
C1_6_4,600,C1,QLEARNING,5,5,56,14140.7,69.3281,1
C1_6_4,600,C1,QLEARNING,6,6,56,13727.6,67.8906,1
C1_6_4,600,C1,QLEARNING,7,7,56,13896.2,67.0781,1
C1_6_4,600,C1,QLEARNING,8,8,56,13761.9,66.0469,1
C1_6_4,600,C1,QLEARNING,9,9,56,14134.1,67.3906,1
C1_6_4,600,C1,QLEARNING,10,10,56,13894.2,66.25,1
C1_6_5,600,C1,CLASSIC,1,1,60,14147.5,61.5,1
C1_6_5,600,C1,CLASSIC,2,2,60,14120.9,61.625,1
C1_6_5,600,C1,CLASSIC,3,3,60,14141.5,61.2969,1
C1_6_5,600,C1,CLASSIC,4,4,60,14390,61.4844,1
C1_6_5,600,C1,CLASSIC,5,5,60,14085.7,61.8125,1
C1_6_5,600,C1,CLASSIC,6,6,60,14147,60.375,1
C1_6_5,600,C1,CLASSIC,7,7,60,14085.7,60.4844,1
C1_6_5,600,C1,CLASSIC,8,8,60,14202.1,61.0312,1
C1_6_5,600,C1,CLASSIC,9,9,60,14085.7,61.1562,1
C1_6_5,600,C1,CLASSIC,10,10,60,14164.2,61.2969,1
C1_6_5,600,C1,QLEARNING,1,1,60,14085.7,69.8125,1
C1_6_5,600,C1,QLEARNING,2,2,61,14320.7,65.4844,1
C1_6_5,600,C1,QLEARNING,3,3,60,14085.7,64.5156,1
C1_6_5,600,C1,QLEARNING,4,4,60,14236.4,66.375,1
C1_6_5,600,C1,QLEARNING,5,5,60,14120.9,65.5938,1
C1_6_5,600,C1,QLEARNING,6,6,60,14298.3,62.4375,1
C1_6_5,600,C1,QLEARNING,7,7,60,14177.6,65.875,1
C1_6_5,600,C1,QLEARNING,8,8,61,14385.7,66.2344,1
C1_6_5,600,C1,QLEARNING,9,9,60,14085.7,67.5,1
C1_6_5,600,C1,QLEARNING,10,10,60,14179.9,63.9531,1
C1_6_6,600,C1,CLASSIC,1,1,60,14092.2,63.75,1
C1_6_6,600,C1,CLASSIC,2,2,60,14108.7,63.9844,1
C1_6_6,600,C1,CLASSIC,3,3,60,14316.1,65.5156,1
C1_6_6,600,C1,CLASSIC,4,4,60,14091,65.1719,1
C1_6_6,600,C1,CLASSIC,5,5,60,14093.1,64.7188,1
C1_6_6,600,C1,CLASSIC,6,6,60,14161.7,64.2188,1
C1_6_6,600,C1,CLASSIC,7,7,60,14166.1,63.3594,1
C1_6_6,600,C1,CLASSIC,8,8,60,14091.1,65.2969,1
C1_6_6,600,C1,CLASSIC,9,9,60,14154.3,63.8281,1
C1_6_6,600,C1,CLASSIC,10,10,61,14385.6,64.7656,1
C1_6_6,600,C1,QLEARNING,1,1,60,14190.8,71.9844,1
C1_6_6,600,C1,QLEARNING,2,2,60,14090.8,70.625,1
C1_6_6,600,C1,QLEARNING,3,3,60,14383.5,67.3281,1
C1_6_6,600,C1,QLEARNING,4,4,60,14266.6,69.1719,1
C1_6_6,600,C1,QLEARNING,5,5,60,14261.9,68.4375,1
C1_6_6,600,C1,QLEARNING,6,6,60,14239.7,67.8125,1
C1_6_6,600,C1,QLEARNING,7,7,60,14107.2,69.7344,1
C1_6_6,600,C1,QLEARNING,8,8,60,14089.7,71,1
C1_6_6,600,C1,QLEARNING,9,9,60,14091.1,67.7031,1
C1_6_6,600,C1,QLEARNING,10,10,60,14090.9,68.625,1
C1_6_7,600,C1,CLASSIC,1,1,60,14119.3,65.7969,1
C1_6_7,600,C1,CLASSIC,2,2,60,14419.4,65.4375,1
C1_6_7,600,C1,CLASSIC,3,3,60,14320.4,63.8438,1
C1_6_7,600,C1,CLASSIC,4,4,60,14409.5,65.1094,1
C1_6_7,600,C1,CLASSIC,5,5,60,14166.1,65.6406,1
C1_6_7,600,C1,CLASSIC,6,6,60,14356.2,62.4062,1
C1_6_7,600,C1,CLASSIC,7,7,60,14256.3,66.2031,1
C1_6_7,600,C1,CLASSIC,8,8,60,14134.2,64.4844,1
C1_6_7,600,C1,CLASSIC,9,9,60,14120,63.25,1
C1_6_7,600,C1,CLASSIC,10,10,60,14197,64.3281,1
C1_6_7,600,C1,QLEARNING,1,1,60,14171.4,71.9531,1
C1_6_7,600,C1,QLEARNING,2,2,60,14367.3,72.5781,1
C1_6_7,600,C1,QLEARNING,3,3,60,14437.6,67.6719,1
C1_6_7,600,C1,QLEARNING,4,4,60,14087.1,69,1
C1_6_7,600,C1,QLEARNING,5,5,60,14310.9,71.375,1
C1_6_7,600,C1,QLEARNING,6,6,60,14167.5,70.0938,1
C1_6_7,600,C1,QLEARNING,7,7,60,14315.7,70.5938,1
C1_6_7,600,C1,QLEARNING,8,8,60,14087.1,71.5312,1
C1_6_7,600,C1,QLEARNING,9,9,60,14087.1,69.4531,1
C1_6_7,600,C1,QLEARNING,10,10,60,14121.2,68.2812,1
C1_6_8,600,C1,CLASSIC,1,1,59,14314.4,67.1562,1
C1_6_8,600,C1,CLASSIC,2,2,59,14261,67.5312,1
C1_6_8,600,C1,CLASSIC,3,3,59,14169.6,67.9375,1
C1_6_8,600,C1,CLASSIC,4,4,59,14355.7,67.9219,1
C1_6_8,600,C1,CLASSIC,5,5,59,14380.7,68.1719,1
C1_6_8,600,C1,CLASSIC,6,6,59,14365.9,69.2188,1
C1_6_8,600,C1,CLASSIC,7,7,59,14374.3,66.1875,1
C1_6_8,600,C1,CLASSIC,8,8,59,14436.5,67.375,1
C1_6_8,600,C1,CLASSIC,9,9,59,14214.9,67.9219,1
C1_6_8,600,C1,CLASSIC,10,10,59,14302.6,70.375,1
C1_6_8,600,C1,QLEARNING,1,1,59,14140,67.2656,1
C1_6_8,600,C1,QLEARNING,2,2,59,14379.1,67.9375,1
C1_6_8,600,C1,QLEARNING,3,3,59,14279.2,68.6562,1
C1_6_8,600,C1,QLEARNING,4,4,59,14153.1,68.8906,1
C1_6_8,600,C1,QLEARNING,5,5,59,14099.5,69.5625,1
C1_6_8,600,C1,QLEARNING,6,6,59,14050.1,70.125,1
C1_6_8,600,C1,QLEARNING,7,7,59,14245.6,69.1094,1
C1_6_8,600,C1,QLEARNING,8,8,59,14179.1,69.2656,1
C1_6_8,600,C1,QLEARNING,9,9,59,14435.8,69.1094,1
C1_6_8,600,C1,QLEARNING,10,10,59,14181.3,67.8438,1
C1_6_9,600,C1,CLASSIC,1,1,58,14065.6,68.6094,1
C1_6_9,600,C1,CLASSIC,2,2,57,14069.3,67.4375,1
C1_6_9,600,C1,CLASSIC,3,3,57,14186.9,67,1
C1_6_9,600,C1,CLASSIC,4,4,58,14230.3,68.6094,1
C1_6_9,600,C1,CLASSIC,5,5,58,14167.9,67.6562,1
C1_6_9,600,C1,CLASSIC,6,6,57,14158.5,66.9375,1
C1_6_9,600,C1,CLASSIC,7,7,58,14251.7,67.6719,1
C1_6_9,600,C1,CLASSIC,8,8,57,14238.9,67.5938,1
C1_6_9,600,C1,CLASSIC,9,9,57,14082.9,66.875,1
C1_6_9,600,C1,CLASSIC,10,10,58,14070.1,66.7031,1
C1_6_9,600,C1,QLEARNING,1,1,57,13884.3,66.6875,1
C1_6_9,600,C1,QLEARNING,2,2,56,14164.9,63.5312,1
C1_6_9,600,C1,QLEARNING,3,3,57,14231.2,60.6562,1
C1_6_9,600,C1,QLEARNING,4,4,57,13891.1,64.4688,1
C1_6_9,600,C1,QLEARNING,5,5,57,14009.4,63.5312,1
C1_6_9,600,C1,QLEARNING,6,6,57,13911,63.3125,1
C1_6_9,600,C1,QLEARNING,7,7,57,13967.7,64.4531,1
C1_6_9,600,C1,QLEARNING,8,8,56,14172.2,66.4062,1
C1_6_9,600,C1,QLEARNING,9,9,57,14034,61.7031,1
C1_6_9,600,C1,QLEARNING,10,10,57,14148.3,63.5938,1
C1_6_10,600,C1,CLASSIC,1,1,56,14079.7,72.3125,1
C1_6_10,600,C1,CLASSIC,2,2,56,14068.4,72.3125,1
C1_6_10,600,C1,CLASSIC,3,3,57,14126.2,71.5625,1
C1_6_10,600,C1,CLASSIC,4,4,56,14054.1,71.7812,1
C1_6_10,600,C1,CLASSIC,5,5,57,13948.2,72.5781,1
C1_6_10,600,C1,CLASSIC,6,6,57,14133.9,72.4844,1
C1_6_10,600,C1,CLASSIC,7,7,57,14082.6,73.8594,1
C1_6_10,600,C1,CLASSIC,8,8,57,14054.6,72.2188,1
C1_6_10,600,C1,CLASSIC,9,9,57,13992.1,72.2344,1
C1_6_10,600,C1,CLASSIC,10,10,57,14291.1,73.4375,1
C1_6_10,600,C1,QLEARNING,1,1,56,14006.2,65.25,1
C1_6_10,600,C1,QLEARNING,2,2,56,14001.6,66.4531,1
C1_6_10,600,C1,QLEARNING,3,3,56,14315.4,64.0156,1
C1_6_10,600,C1,QLEARNING,4,4,57,13932.7,67.0781,1
C1_6_10,600,C1,QLEARNING,5,5,56,14002.5,65.8281,1
C1_6_10,600,C1,QLEARNING,6,6,56,14101.4,62.0781,1
C1_6_10,600,C1,QLEARNING,7,7,56,14195.7,65.5625,1
C1_6_10,600,C1,QLEARNING,8,8,57,14343.1,67.3906,1
C1_6_10,600,C1,QLEARNING,9,9,57,14227.9,68.125,1
C1_6_10,600,C1,QLEARNING,10,10,56,14164.5,63.7344,1
C2_6_1,600,C2,CLASSIC,1,1,20,8369.93,62.1875,1
C2_6_1,600,C2,CLASSIC,2,2,20,8406.67,64.2031,1
C2_6_1,600,C2,CLASSIC,3,3,20,8513.29,64.375,1
C2_6_1,600,C2,CLASSIC,4,4,20,8499.91,64.4844,1
C2_6_1,600,C2,CLASSIC,5,5,19,8113.06,64.75,1
C2_6_1,600,C2,CLASSIC,6,6,20,8138,62.9219,1
C2_6_1,600,C2,CLASSIC,7,7,20,8493.49,64.0469,1
C2_6_1,600,C2,CLASSIC,8,8,20,8710.17,61.9375,1
C2_6_1,600,C2,CLASSIC,9,9,20,8642.3,64.1406,1
C2_6_1,600,C2,CLASSIC,10,10,20,9004.01,63.8438,1
C2_6_1,600,C2,QLEARNING,1,1,20,8602.49,69.8906,1
C2_6_1,600,C2,QLEARNING,2,2,19,8527.01,67.625,1
C2_6_1,600,C2,QLEARNING,3,3,20,8621.79,67.2969,1
C2_6_1,600,C2,QLEARNING,4,4,20,8305.27,66.4062,1
C2_6_1,600,C2,QLEARNING,5,5,19,7966.64,69.0312,1
C2_6_1,600,C2,QLEARNING,6,6,20,8288.51,68.0938,1
C2_6_1,600,C2,QLEARNING,7,7,19,8721.38,68.5469,1
C2_6_1,600,C2,QLEARNING,8,8,19,8087.29,70.375,1
C2_6_1,600,C2,QLEARNING,9,9,19,8238.72,67.8438,1
C2_6_1,600,C2,QLEARNING,10,10,19,8522.04,67.1094,1
C2_6_2,600,C2,CLASSIC,1,1,20,8240.71,95.6562,1
C2_6_2,600,C2,CLASSIC,2,2,19,8115.7,97.5,1
C2_6_2,600,C2,CLASSIC,3,3,19,8243.87,91.5312,1
C2_6_2,600,C2,CLASSIC,4,4,19,8355.72,91.4688,1
C2_6_2,600,C2,CLASSIC,5,5,19,8356.56,95.0312,1
C2_6_2,600,C2,CLASSIC,6,6,19,7966.57,93.8906,1
C2_6_2,600,C2,CLASSIC,7,7,19,7854.84,95.1406,1
C2_6_2,600,C2,CLASSIC,8,8,19,8174.35,93.0781,1
C2_6_2,600,C2,CLASSIC,9,9,19,8462.23,95.9844,1
C2_6_2,600,C2,CLASSIC,10,10,19,8177.96,94.3438,1
C2_6_2,600,C2,QLEARNING,1,1,18,8070.67,99.125,1
C2_6_2,600,C2,QLEARNING,2,2,18,7825.16,100.938,1
C2_6_2,600,C2,QLEARNING,3,3,19,8474.66,96.25,1
C2_6_2,600,C2,QLEARNING,4,4,19,8158.91,98.7188,1
C2_6_2,600,C2,QLEARNING,5,5,18,7847.9,95.9062,1
C2_6_2,600,C2,QLEARNING,6,6,19,7938.52,102.719,1
C2_6_2,600,C2,QLEARNING,7,7,19,8269.35,99.9219,1
C2_6_2,600,C2,QLEARNING,8,8,18,7861.6,100.188,1
C2_6_2,600,C2,QLEARNING,9,9,18,7904.72,100.25,1
C2_6_2,600,C2,QLEARNING,10,10,19,8350.22,99.8906,1
C2_6_3,600,C2,CLASSIC,1,1,19,8159.29,105.312,1
C2_6_3,600,C2,CLASSIC,2,2,18,7607.68,106.391,1
C2_6_3,600,C2,CLASSIC,3,3,18,7738.98,107.734,1
C2_6_3,600,C2,CLASSIC,4,4,18,8064.97,106.609,1
C2_6_3,600,C2,CLASSIC,5,5,18,7753.08,104.031,1
C2_6_3,600,C2,CLASSIC,6,6,19,7871.38,106.672,1
C2_6_3,600,C2,CLASSIC,7,7,19,7698.65,105.469,1
C2_6_3,600,C2,CLASSIC,8,8,18,8357.03,105.547,1
C2_6_3,600,C2,CLASSIC,9,9,18,7967.29,105.797,1
C2_6_3,600,C2,CLASSIC,10,10,19,7911.04,105.547,1
C2_6_3,600,C2,QLEARNING,1,1,18,7554.76,112.734,1
C2_6_3,600,C2,QLEARNING,2,2,18,7986.41,110.547,1
C2_6_3,600,C2,QLEARNING,3,3,18,7641.15,112.438,1
C2_6_3,600,C2,QLEARNING,4,4,18,8145.31,111.422,1
C2_6_3,600,C2,QLEARNING,5,5,18,7697.54,110.219,1
C2_6_3,600,C2,QLEARNING,6,6,18,8136.58,111.219,1
C2_6_3,600,C2,QLEARNING,7,7,18,7904.84,112.438,1
C2_6_3,600,C2,QLEARNING,8,8,18,7480.8,108.766,1
C2_6_3,600,C2,QLEARNING,9,9,18,8067.85,111.844,1
C2_6_3,600,C2,QLEARNING,10,10,18,7828.68,110.859,1
C2_6_4,600,C2,CLASSIC,1,1,18,7931.12,109.75,1
C2_6_4,600,C2,CLASSIC,2,2,18,7564.75,108.797,1
C2_6_4,600,C2,CLASSIC,3,3,18,7596.44,108.906,1
C2_6_4,600,C2,CLASSIC,4,4,18,7577.51,109.125,1
C2_6_4,600,C2,CLASSIC,5,5,18,7702.53,109.062,1
C2_6_4,600,C2,CLASSIC,6,6,18,7296.53,109.062,1
C2_6_4,600,C2,CLASSIC,7,7,18,7506.86,109.25,1
C2_6_4,600,C2,CLASSIC,8,8,18,7705.7,109.453,1
C2_6_4,600,C2,CLASSIC,9,9,18,7724.68,109.156,1
C2_6_4,600,C2,CLASSIC,10,10,18,7654.39,109.641,1
C2_6_4,600,C2,QLEARNING,1,1,18,7384.42,116.328,1
C2_6_4,600,C2,QLEARNING,2,2,18,7779.91,114.281,1
C2_6_4,600,C2,QLEARNING,3,3,18,7597.71,114.281,1
C2_6_4,600,C2,QLEARNING,4,4,18,7521.78,115.625,1
C2_6_4,600,C2,QLEARNING,5,5,18,7634.5,111.641,1
C2_6_4,600,C2,QLEARNING,6,6,18,7645.63,113.922,1
C2_6_4,600,C2,QLEARNING,7,7,18,7431.98,114.109,1
C2_6_4,600,C2,QLEARNING,8,8,18,7868.17,112.719,1
C2_6_4,600,C2,QLEARNING,9,9,18,7599.78,116.438,1
C2_6_4,600,C2,QLEARNING,10,10,18,7794.61,112.234,1
C2_6_5,600,C2,CLASSIC,1,1,20,8289.98,69.0625,1
C2_6_5,600,C2,CLASSIC,2,2,20,8384.25,67.7188,1
C2_6_5,600,C2,CLASSIC,3,3,20,8346.37,68.1406,1
C2_6_5,600,C2,CLASSIC,4,4,20,8141.04,69.1406,1
C2_6_5,600,C2,CLASSIC,5,5,20,7919.75,67.4375,1
C2_6_5,600,C2,CLASSIC,6,6,20,8613.31,67.3281,1
C2_6_5,600,C2,CLASSIC,7,7,20,8321.94,67.2812,1
C2_6_5,600,C2,CLASSIC,8,8,20,8428.97,68.7969,1
C2_6_5,600,C2,CLASSIC,9,9,20,8457.07,67.1094,1
C2_6_5,600,C2,CLASSIC,10,10,20,8351.33,68.4219,1
C2_6_5,600,C2,QLEARNING,1,1,20,8330.22,72.3438,1
C2_6_5,600,C2,QLEARNING,2,2,20,8158.22,73.1719,1
C2_6_5,600,C2,QLEARNING,3,3,20,8518.02,72.5,1
C2_6_5,600,C2,QLEARNING,4,4,19,8378.03,68.875,1
C2_6_5,600,C2,QLEARNING,5,5,19,8328.55,70.3281,1
C2_6_5,600,C2,QLEARNING,6,6,19,8392.84,67.5,1
C2_6_5,600,C2,QLEARNING,7,7,19,8208.84,71.0938,1
C2_6_5,600,C2,QLEARNING,8,8,20,8064.35,74.5625,1
C2_6_5,600,C2,QLEARNING,9,9,19,8198.09,73.5,1
C2_6_5,600,C2,QLEARNING,10,10,20,8252.49,72.8594,1
C2_6_6,600,C2,CLASSIC,1,1,20,8423.06,71.5156,1
C2_6_6,600,C2,CLASSIC,2,2,20,8225.31,70.5156,1
C2_6_6,600,C2,CLASSIC,3,3,19,8466.9,71.2188,1
C2_6_6,600,C2,CLASSIC,4,4,19,8148.75,70.5625,1
C2_6_6,600,C2,CLASSIC,5,5,19,8100.5,70.8906,1
C2_6_6,600,C2,CLASSIC,6,6,20,8250.89,71.0156,1
C2_6_6,600,C2,CLASSIC,7,7,20,8391.52,70.2344,1
C2_6_6,600,C2,CLASSIC,8,8,20,8230.93,70.8594,1
C2_6_6,600,C2,CLASSIC,9,9,20,8381.15,70.3125,1
C2_6_6,600,C2,CLASSIC,10,10,20,8253.84,70.4531,1
C2_6_6,600,C2,QLEARNING,1,1,19,7969.13,72.4219,1
C2_6_6,600,C2,QLEARNING,2,2,19,7822.62,74.1562,1
C2_6_6,600,C2,QLEARNING,3,3,19,7967.27,74.0938,1
C2_6_6,600,C2,QLEARNING,4,4,19,7764.58,72.6719,1
C2_6_6,600,C2,QLEARNING,5,5,20,8266.61,74.0156,1
C2_6_6,600,C2,QLEARNING,6,6,19,7848.61,71.1875,1
C2_6_6,600,C2,QLEARNING,7,7,19,7809.96,74.2969,1
C2_6_6,600,C2,QLEARNING,8,8,19,7941.21,74.3438,1
C2_6_6,600,C2,QLEARNING,9,9,20,8509.46,74.0781,1
C2_6_6,600,C2,QLEARNING,10,10,19,7913.17,73.0156,1
C2_6_7,600,C2,CLASSIC,1,1,20,8435.89,77.9844,1
C2_6_7,600,C2,CLASSIC,2,2,20,8583.52,79.5625,1
C2_6_7,600,C2,CLASSIC,3,3,20,8129.63,77.5312,1
C2_6_7,600,C2,CLASSIC,4,4,20,8220.63,77.3125,1
C2_6_7,600,C2,CLASSIC,5,5,20,8479.76,77.5625,1
C2_6_7,600,C2,CLASSIC,6,6,20,8327.15,77.4375,1
C2_6_7,600,C2,CLASSIC,7,7,20,8053.18,78.6719,1
C2_6_7,600,C2,CLASSIC,8,8,20,8139.72,79.0781,1
C2_6_7,600,C2,CLASSIC,9,9,20,8414.94,78.5156,1
C2_6_7,600,C2,CLASSIC,10,10,20,8345.42,77.7188,1
C2_6_7,600,C2,QLEARNING,1,1,20,8119.61,81.9688,1
C2_6_7,600,C2,QLEARNING,2,2,20,8316.8,81.0938,1
C2_6_7,600,C2,QLEARNING,3,3,20,8324.74,81.8438,1
C2_6_7,600,C2,QLEARNING,4,4,19,8067.29,83.5156,1
C2_6_7,600,C2,QLEARNING,5,5,20,8258.3,79.7969,1
C2_6_7,600,C2,QLEARNING,6,6,20,8331.01,81.5,1
C2_6_7,600,C2,QLEARNING,7,7,19,8690.94,81.3438,1
C2_6_7,600,C2,QLEARNING,8,8,20,8090.66,81.0312,1
C2_6_7,600,C2,QLEARNING,9,9,19,8096.46,82.3906,1
C2_6_7,600,C2,QLEARNING,10,10,19,8421.25,81.8594,1
C2_6_8,600,C2,CLASSIC,1,1,19,8016.79,74.125,1
C2_6_8,600,C2,CLASSIC,2,2,20,8041.57,73.7344,1
C2_6_8,600,C2,CLASSIC,3,3,20,8031.97,74.4531,1
C2_6_8,600,C2,CLASSIC,4,4,20,8186.81,73.5938,1
C2_6_8,600,C2,CLASSIC,5,5,20,8149.36,75.25,1
C2_6_8,600,C2,CLASSIC,6,6,20,8359.65,73.4219,1
C2_6_8,600,C2,CLASSIC,7,7,20,8077.35,74.0781,1
C2_6_8,600,C2,CLASSIC,8,8,20,8027.79,73.8125,1
C2_6_8,600,C2,CLASSIC,9,9,20,8331.98,74.5312,1
C2_6_8,600,C2,CLASSIC,10,10,19,7745,73.1719,1
C2_6_8,600,C2,QLEARNING,1,1,19,7809.2,76.4688,1
C2_6_8,600,C2,QLEARNING,2,2,19,8101.89,78.0469,1
C2_6_8,600,C2,QLEARNING,3,3,18,7660.34,76.2969,1
C2_6_8,600,C2,QLEARNING,4,4,19,7828.63,77.2969,1
C2_6_8,600,C2,QLEARNING,5,5,19,8055.92,77.6406,1
C2_6_8,600,C2,QLEARNING,6,6,19,7959.15,78.2656,1
C2_6_8,600,C2,QLEARNING,7,7,19,8258.53,76.5938,1
C2_6_8,600,C2,QLEARNING,8,8,19,8341.61,74.4531,1
C2_6_8,600,C2,QLEARNING,9,9,19,7888.89,78.6562,1
C2_6_8,600,C2,QLEARNING,10,10,19,7718.28,77.5625,1
C2_6_9,600,C2,CLASSIC,1,1,20,8320.11,83.7656,1
C2_6_9,600,C2,CLASSIC,2,2,20,8485.75,84.0156,1
C2_6_9,600,C2,CLASSIC,3,3,20,8220.64,83.8438,1
C2_6_9,600,C2,CLASSIC,4,4,20,8269.95,83.6719,1
C2_6_9,600,C2,CLASSIC,5,5,20,8042.35,83.0781,1
C2_6_9,600,C2,CLASSIC,6,6,20,8313.56,84.2031,1
C2_6_9,600,C2,CLASSIC,7,7,20,8037.6,83.7656,1
C2_6_9,600,C2,CLASSIC,8,8,20,8059.93,82.5312,1
C2_6_9,600,C2,CLASSIC,9,9,20,7945.76,82.5156,1
C2_6_9,600,C2,CLASSIC,10,10,20,8026.29,84.4688,1
C2_6_9,600,C2,QLEARNING,1,1,20,8169.89,89.3594,1
C2_6_9,600,C2,QLEARNING,2,2,19,8131.19,86.25,1
C2_6_9,600,C2,QLEARNING,3,3,19,8345.78,88.3281,1
C2_6_9,600,C2,QLEARNING,4,4,19,8018.16,89.1719,1
C2_6_9,600,C2,QLEARNING,5,5,20,8450.31,89.8438,1
C2_6_9,600,C2,QLEARNING,6,6,19,8105.61,86.25,1
C2_6_9,600,C2,QLEARNING,7,7,19,7888.1,86.2188,1
C2_6_9,600,C2,QLEARNING,8,8,19,7808.08,87.1406,1
C2_6_9,600,C2,QLEARNING,9,9,19,8033.94,83.8438,1
