instance,Familia,CLASSIC_Vehiculos,QLEARNING_Vehiculos,CLASSIC_Distancia,QLEARNING_Distancia,CLASSIC_Tiempo_s,QLEARNING_Tiempo_s,BKS_Veh,BKS_Dist,CLASSIC_DIF_f1,CLASSIC_GAP_f2(%),QLEARNING_DIF_f1,QLEARNING_GAP_f2(%),size
r1_6_6,R1,55.0,55.0,18979.68,18741.370000000003,66.36872000000001,66.75625,54,17790.97,1.0,,1.0,,600
r1_6_7,R1,55.0,55.0,17596.1,17301.65,72.85469,72.22655,54,16522.52,1.0,,1.0,,600
r1_6_8,R1,54.2,54.0,18779.61,18330.19,36.76094,43.01876,54,15610.0,0.20000000000000284,,0.0,17.425944907110818,600
r1_6_9,R1,55.0,55.0,19928.629999999997,19553.27,48.90158,48.84688,54,18530.96,1.0,,1.0,,600
r2_6_1,R2,12.1,12.0,18695.23,18759.61,61.88438,58.118730000000006,11,18205.58,1.0999999999999996,,1.0,,600
r2_6_10,R2,11.0,11.0,13134.88,13072.68,62.843759999999996,63.97031,11,12202.28,0.0,7.642833962177548,0.0,7.133093159639015,600
r2_6_2,R2,11.4,11.1,15684.539999999999,16027.73,89.86717999999999,92.70782,11,14754.13,0.40000000000000036,,0.09999999999999964,,600
r2_6_3,R2,11.0,11.0,12160.33,12232.84,101.36085,106.63600000000001,11,11188.7,0.0,8.684029422542379,0.0,9.332093987683997,600
r2_6_4,R2,11.0,11.0,8689.443,8735.599,107.27180000000001,110.2829,11,8008.14,0.0,8.507630985472268,0.0,9.083994535560064,600
r2_6_5,R2,11.1,11.1,16050.189999999999,16203.560000000001,60.03592,60.37813,11,15067.34,0.09999999999999964,,0.09999999999999964,,600
r2_6_6,R2,11.0,11.0,13530.25,13623.91,83.43908,88.03124,11,12498.27,0.0,8.256982766414868,0.0,9.006366481120983,600
r2_6_7,R2,11.0,11.0,10939.1,10975.65,100.23748,106.07350000000001,11,10064.56,0.0,8.689301867145717,0.0,9.052457335442385,600
r2_6_8,R2,11.0,11.0,8305.809,8291.311,105.88589999999999,107.2875,11,7571.99,0.0,9.69123044272377,0.0,9.49976162144958,600
r2_6_9,R2,11.0,11.0,14530.73,14619.64,62.64063,63.729690000000005,11,13377.56,0.0,8.620181856781057,0.0,9.28480231073529,600
rc1_6_1,RC1,56.8,56.1,17910.22,17891.98,50.83907,50.13908,55,16982.86,1.7999999999999972,,1.1000000000000014,,600
rc1_6_10,RC1,55.9,55.0,16733.579999999998,16878.0,47.48281,45.01251,55,15675.53,0.8999999999999986,,0.0,7.6710005977469296,600
rc1_6_2,RC1,56.0,55.7,16882.52,16929.170000000002,65.81562,62.98125,55,15914.7,1.0,,0.7000000000000028,,600
rc1_6_3,RC1,55.4,55.0,16676.28,16512.84,69.32499,63.728120000000004,55,15204.64,0.3999999999999986,,0.0,8.603952477664718,600
rc1_6_4,RC1,55.0,55.0,15934.439999999999,15736.2,52.07030999999999,51.76092,55,14777.19,0.0,7.8313265241903105,0.0,6.489799481498175,600
rc1_6_5,RC1,56.0,56.0,17652.28,17449.4,51.11562,48.1375,55,16559.78,1.0,,1.0,,600
rc1_6_6,RC1,56.0,56.0,17637.129999999997,17374.91,51.031240000000004,47.0453,55,16496.88,1.0,,1.0,,600
rc1_6_7,RC1,56.0,56.0,17094.329999999998,16917.84,49.203109999999995,45.650009999999995,55,16077.12,1.0,,1.0,,600
rc1_6_8,RC1,56.0,56.0,16916.29,16697.879999999997,50.94219,48.54219,55,15914.91,1.0,,1.0,,600
rc1_6_9,RC1,55.9,55.8,17004.379999999997,16727.379999999997,49.22656,47.73594,55,15826.24,0.8999999999999986,,0.7999999999999972,,600
rc2_6_1,RC2,17.1,17.1,13212.13,13167.0,65.01093,64.13282000000001,14,13324.93,3.1000000000000014,,3.1000000000000014,,600
rc2_6_10,RC2,11.0,11.0,9856.516,9874.377,69.65312,70.57344,11,9058.9,0.0,8.804777622007087,0.0,9.001942840742263,600
rc2_6_2,RC2,14.8,14.6,11484.85,11571.05,92.92188,96.92967,12,11555.51,2.8000000000000007,,2.5999999999999996,,600
rc2_6_3,RC2,12.1,12.1,10046.545,10190.077000000001,101.6328,108.1375,11,9438.52,1.0999999999999996,,1.0999999999999996,,600
rc2_6_4,RC2,11.0,11.0,7971.945,7999.992,103.13430000000001,106.30460000000001,11,7057.94,0.0,12.95002507813895,0.0,13.347407317149207,600
rc2_6_5,RC2,14.6,14.3,12314.92,12364.67,72.15156999999999,74.52812,11,12909.07,3.5999999999999996,,3.3000000000000007,,600
rc2_6_6,RC2,13.7,13.0,11938.65,12113.16,66.98436000000001,67.94375,11,11913.11,2.6999999999999993,,2.0,,600
rc2_6_7,RC2,12.2,12.0,11311.24,11352.05,70.6656,73.71094000000001,11,10711.85,1.1999999999999993,,1.0,,600
rc2_6_8,RC2,11.9,11.7,10696.07,10730.97,74.17499000000001,77.43595,11,9990.4,0.9000000000000004,,0.6999999999999993,,600
rc2_6_9,RC2,11.6,11.1,10279.303,10482.369999999999,68.79687,67.86876,11,9574.99,0.5999999999999996,,0.09999999999999964,,600
